cement,slag,ash,water,superplastic,coarseagg,fineagg,age,strength
397.0,0.0,0.0,185.0,0.0,1040.0,734.0,28.0,1
139.7,163.9,127.7,232.35000000000002,5.8,868.6,655.6,28.0,2
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56.0,3
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28.0,2
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14.0,1
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1.0,1
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14.0,4
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28.0,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,2
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28.0,3
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100.0,3
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56.0,3
531.3,0.0,0.0,141.8,25.0,852.1,893.7,56.0,4
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,5
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28.0,5
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,2
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,3
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7.0,3
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,3
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,5
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3.0,5
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3.0,2
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56.0,3
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3.0,5
427.5,47.5,0.0,228.0,0.0,932.0,594.0,129.5,2
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3.0,4
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,1
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28.0,1
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3.0,3
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,1
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28.0,4
375.0,93.8,0.0,127.14999999999998,23.4,852.1,969.0500000000002,28.0,5
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100.0,1
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28.0,4
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28.0,3
310.0,0.0,0.0,192.0,0.0,970.0,850.0,129.5,2
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120.0,4
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,3
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100.0,2
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28.0,4
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28.0,4
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56.0,5
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3.0,4
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28.0,5
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7.0,1
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7.0,5
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100.0,4
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28.0,4
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,1
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28.0,3
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28.0,2
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28.0,3
237.5,237.5,0.0,228.0,0.0,932.0,594.0,129.5,4
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3.0,2
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14.0,5
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14.0,4
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28.0,1
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28.0,3
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56.0,5
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56.0,2
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28.0,4
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28.0,1
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28.0,5
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,2
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100.0,1
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56.0,2
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28.0,3
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28.0,2
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,3
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100.0,3
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56.0,2
254.0,0.0,0.0,198.0,0.0,968.0,863.0,129.5,3
475.0,0.0,0.0,228.0,0.0,932.0,594.0,129.5,3
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,1
355.9,0.0,141.6,193.3,11.0,801.4,778.4,28.0,3
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28.0,2
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28.0,5
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28.0,1
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28.0,5
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,3
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28.0,1
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3.0,4
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28.0,2
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28.0,3
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,5
168.0,42.1,163.8,127.14999999999998,5.7,1058.7,780.1,14.0,5
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7.0,5
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56.0,2
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14.0,5
239.6,356.25,0.0,185.7,0.0,941.6,664.3,28.0,1
310.0,0.0,0.0,192.0,0.0,970.0,850.0,129.5,5
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14.0,2
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90.0,1
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28.0,4
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7.0,4
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7.0,3
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3.0,3
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,4
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28.0,5
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56.0,4
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28.0,4
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7.0,5
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28.0,2
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7.0,4
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28.0,3
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,1
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,4
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28.0,2
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28.0,1
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28.0,2
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28.0,5
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100.0,5
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28.0,5
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28.0,1
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100.0,3
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28.0,3
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28.0,4
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90.0,1
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7.0,2
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,4
332.5,142.5,0.0,228.0,0.0,932.0,594.0,129.5,3
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90.0,2
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56.0,3
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14.0,4
469.0,117.2,0.0,137.8,25.0,852.1,840.5,3.0,5
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28.0,4
307.0,0.0,0.0,193.0,0.0,968.0,812.0,129.5,5
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7.0,4
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28.0,3
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3.0,5
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3.0,3
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14.0,2
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28.0,2
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28.0,1
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,4
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28.0,2
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3.0,2
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90.0,1
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28.0,5
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,129.5,3
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3.0,2
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3.0,3
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28.0,4
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28.0,3
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7.0,2
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28.0,3
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28.0,5
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,2
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90.0,5
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56.0,1
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28.0,1
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3.0,5
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100.0,4
350.0,0.0,0.0,203.0,0.0,974.0,775.0,129.5,1
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28.0,2
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28.0,2
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28.0,5
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7.0,2
239.6,356.25,0.0,185.7,0.0,941.6,664.3,7.0,4
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,3
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3.0,1
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28.0,2
380.0,0.0,0.0,228.0,0.0,932.0,670.0,129.5,1
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14.0,1
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28.0,1
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28.0,1
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28.0,2
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100.0,1
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28.0,4
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28.0,4
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,5
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28.0,5
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28.0,50
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28.0,8
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3.0,16
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100.0,59
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28.0,45
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3.0,12
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90.0,29
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28.0,62
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28.0,26
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28.0,42
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28.0,36
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,129.5,44
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28.0,19
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7.0,23
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7.0,10
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3.0,9
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28.0,13
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7.0,10
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3.0,21
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28.0,13
531.3,0.0,0.0,141.8,25.0,852.1,893.7,3.0,41
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28.0,44
342.0,38.0,0.0,228.0,0.0,932.0,670.0,129.5,55
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7.0,52
,,,,,,,,5
,,,,,,,,3
,,,,,,,,4
,,,,,,,,2
,,,,,,,,5
,,,,,,,,4
,,,,,,,,5
,,,,,,,,3
,,,,,,,,3
,,,,,,,,2
,,,,,,,,4
,,,,,,,,3
,,,,,,,,4
,,,,,,,,3
,,,,,,,,2
,,,,,,,,2
,,,,,,,,1
,,,,,,,,5
,,,,,,,,4
,,,,,,,,4
,,,,,,,,5
,,,,,,,,5
,,,,,,,,3
,,,,,,,,5
,,,,,,,,4
